position_id,x_m,y_m,block_id,master_role,heading_phase_degrees,heading_degrees,camera_ids,geometry_visible_camera_ids
P0260,7.2,-1.6,B06_02,commissioning_fit,15.681663,15.681663;60.681663;105.681663;150.681663;195.681663;240.681663;285.681663;330.681663,camera_A;camera_B;camera_C;camera_D;camera_E,
P0261,8.0,-1.6,B06_02,commissioning_fit,15.681663,15.681663;60.681663;105.681663;150.681663;195.681663;240.681663;285.681663;330.681663,camera_A;camera_B;camera_C;camera_D;camera_E,
P0262,8.8,-1.6,B06_02,commissioning_fit,15.681663,15.681663;60.681663;105.681663;150.681663;195.681663;240.681663;285.681663;330.681663,camera_A;camera_B;camera_C;camera_D;camera_E,
P0263,10.0,-1.6,B06_02,commissioning_fit,15.681663,15.681663;60.681663;105.681663;150.681663;195.681663;240.681663;285.681663;330.681663,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0264,-7.2,-1.2,B01_02,detector_fit,25.538565,25.538565;70.538565;115.538565;160.538565;205.538565;250.538565;295.538565;340.538565,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0265,-2.8,-1.2,B02_02,detector_fit,32.093767,32.093767;77.093767;122.093767;167.093767;212.093767;257.093767;302.093767;347.093767,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0266,1.2,-1.2,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0267,2.0,-1.2,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0268,2.8,-1.2,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,
P0269,3.6,-1.2,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,
P0270,4.4,-1.2,B05_02,detector_fit,4.191749,4.191749;49.191749;94.191749;139.191749;184.191749;229.191749;274.191749;319.191749,camera_A;camera_B;camera_C;camera_D;camera_E,
P0271,5.6,-1.2,B05_02,detector_fit,4.191749,4.191749;49.191749;94.191749;139.191749;184.191749;229.191749;274.191749;319.191749,camera_A;camera_B;camera_C;camera_D;camera_E,
P0272,6.8,-1.2,B05_02,detector_fit,4.191749,4.191749;49.191749;94.191749;139.191749;184.191749;229.191749;274.191749;319.191749,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0273,7.6,-1.2,B06_02,commissioning_fit,15.681663,15.681663;60.681663;105.681663;150.681663;195.681663;240.681663;285.681663;330.681663,camera_A;camera_B;camera_C;camera_D;camera_E,
P0274,8.4,-1.2,B06_02,commissioning_fit,15.681663,15.681663;60.681663;105.681663;150.681663;195.681663;240.681663;285.681663;330.681663,camera_A;camera_B;camera_C;camera_D;camera_E,
P0275,9.6,-1.2,B06_02,commissioning_fit,15.681663,15.681663;60.681663;105.681663;150.681663;195.681663;240.681663;285.681663;330.681663,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0276,10.8,-1.2,B07_02,final_audit,9.878257,9.878257;54.878257;99.878257;144.878257;189.878257;234.878257;279.878257;324.878257,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0277,-6.8,-0.8,B01_02,detector_fit,25.538565,25.538565;70.538565;115.538565;160.538565;205.538565;250.538565;295.538565;340.538565,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0278,-10.8,-0.4,B00_02,commissioning_fit,4.653741,4.653741;49.653741;94.653741;139.653741;184.653741;229.653741;274.653741;319.653741,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0279,-7.2,-0.4,B01_02,detector_fit,25.538565,25.538565;70.538565;115.538565;160.538565;205.538565;250.538565;295.538565;340.538565,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0280,-3.2,-0.4,B02_02,detector_fit,32.093767,32.093767;77.093767;122.093767;167.093767;212.093767;257.093767;302.093767;347.093767,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0281,0.8,-0.4,B04_02,detector_fit,16.297745,16.297745;61.297745;106.297745;151.297745;196.297745;241.297745;286.297745;331.297745,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0282,-2.8,0.0,B02_03,commissioning_fit,17.766055,17.766055;62.766055;107.766055;152.766055;197.766055;242.766055;287.766055;332.766055,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0283,1.2,0.0,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0284,10.8,0.0,B07_03,detector_fit,44.759402,44.759402;89.759402;134.759402;179.759402;224.759402;269.759402;314.759402;359.759402,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0285,-6.8,0.4,B01_03,commissioning_fit,2.233193,2.233193;47.233193;92.233193;137.233193;182.233193;227.233193;272.233193;317.233193,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0286,-3.2,0.4,B02_03,commissioning_fit,17.766055,17.766055;62.766055;107.766055;152.766055;197.766055;242.766055;287.766055;332.766055,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0287,-10.8,0.8,B00_03,detector_validation,11.981466,11.981466;56.981466;101.981466;146.981466;191.981466;236.981466;281.981466;326.981466,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0288,0.8,0.8,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0289,10.8,0.8,B07_03,detector_fit,44.759402,44.759402;89.759402;134.759402;179.759402;224.759402;269.759402;314.759402;359.759402,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D;camera_E
P0290,-7.2,1.2,B01_03,commissioning_fit,2.233193,2.233193;47.233193;92.233193;137.233193;182.233193;227.233193;272.233193;317.233193,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0291,-2.8,1.2,B02_03,commissioning_fit,17.766055,17.766055;62.766055;107.766055;152.766055;197.766055;242.766055;287.766055;332.766055,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0292,1.2,1.6,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0293,-10.8,2.0,B00_03,detector_validation,11.981466,11.981466;56.981466;101.981466;146.981466;191.981466;236.981466;281.981466;326.981466,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0294,-6.8,2.0,B01_03,commissioning_fit,2.233193,2.233193;47.233193;92.233193;137.233193;182.233193;227.233193;272.233193;317.233193,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0295,-3.2,2.0,B02_03,commissioning_fit,17.766055,17.766055;62.766055;107.766055;152.766055;197.766055;242.766055;287.766055;332.766055,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0296,0.8,2.0,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0297,10.8,2.0,B07_03,detector_fit,44.759402,44.759402;89.759402;134.759402;179.759402;224.759402;269.759402;314.759402;359.759402,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D;camera_E
P0298,1.6,2.4,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_D
P0299,2.4,2.4,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B;camera_D
P0300,4.0,2.4,B05_03,commissioning_fit,24.317845,24.317845;69.317845;114.317845;159.317845;204.317845;249.317845;294.317845;339.317845,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0301,4.8,2.4,B05_03,commissioning_fit,24.317845,24.317845;69.317845;114.317845;159.317845;204.317845;249.317845;294.317845;339.317845,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0302,6.4,2.4,B05_03,commissioning_fit,24.317845,24.317845;69.317845;114.317845;159.317845;204.317845;249.317845;294.317845;339.317845,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0303,7.2,2.4,B06_03,commissioning_fit,29.133573,29.133573;74.133573;119.133573;164.133573;209.133573;254.133573;299.133573;344.133573,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0304,8.0,2.4,B06_03,commissioning_fit,29.133573,29.133573;74.133573;119.133573;164.133573;209.133573;254.133573;299.133573;344.133573,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0305,9.2,2.4,B06_03,commissioning_fit,29.133573,29.133573;74.133573;119.133573;164.133573;209.133573;254.133573;299.133573;344.133573,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0306,10.4,2.4,B07_03,detector_fit,44.759402,44.759402;89.759402;134.759402;179.759402;224.759402;269.759402;314.759402;359.759402,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D;camera_E
P0307,-7.2,2.8,B01_03,commissioning_fit,2.233193,2.233193;47.233193;92.233193;137.233193;182.233193;227.233193;272.233193;317.233193,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0308,-2.8,2.8,B02_03,commissioning_fit,17.766055,17.766055;62.766055;107.766055;152.766055;197.766055;242.766055;287.766055;332.766055,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0309,1.2,2.8,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,
P0310,2.0,2.8,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0311,3.2,2.8,B04_03,detector_validation,5.750359,5.750359;50.750359;95.750359;140.750359;185.750359;230.750359;275.750359;320.750359,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0312,4.4,2.8,B05_03,commissioning_fit,24.317845,24.317845;69.317845;114.317845;159.317845;204.317845;249.317845;294.317845;339.317845,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0313,5.6,2.8,B05_03,commissioning_fit,24.317845,24.317845;69.317845;114.317845;159.317845;204.317845;249.317845;294.317845;339.317845,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0314,6.8,2.8,B05_03,commissioning_fit,24.317845,24.317845;69.317845;114.317845;159.317845;204.317845;249.317845;294.317845;339.317845,camera_A;camera_B;camera_C;camera_D;camera_E,
P0315,7.6,2.8,B06_03,commissioning_fit,29.133573,29.133573;74.133573;119.133573;164.133573;209.133573;254.133573;299.133573;344.133573,camera_A;camera_B;camera_C;camera_D;camera_E,
P0316,8.4,2.8,B06_03,commissioning_fit,29.133573,29.133573;74.133573;119.133573;164.133573;209.133573;254.133573;299.133573;344.133573,camera_A;camera_B;camera_C;camera_D;camera_E,
P0317,10.0,2.8,B06_03,commissioning_fit,29.133573,29.133573;74.133573;119.133573;164.133573;209.133573;254.133573;299.133573;344.133573,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0318,-10.8,3.2,B00_04,detector_fit,34.25589,34.255890;79.255890;124.255890;169.255890;214.255890;259.255890;304.255890;349.255890,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0319,-6.8,3.2,B01_04,detector_validation,18.614733,18.614733;63.614733;108.614733;153.614733;198.614733;243.614733;288.614733;333.614733,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0320,-3.2,3.2,B02_04,commissioning_fit,19.352696,19.352696;64.352696;109.352696;154.352696;199.352696;244.352696;289.352696;334.352696,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0321,10.8,3.2,B07_04,detector_validation,39.491135,39.491135;84.491135;129.491135;174.491135;219.491135;264.491135;309.491135;354.491135,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0322,-7.2,3.6,B01_04,detector_validation,18.614733,18.614733;63.614733;108.614733;153.614733;198.614733;243.614733;288.614733;333.614733,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0323,-2.8,3.6,B02_04,commissioning_fit,19.352696,19.352696;64.352696;109.352696;154.352696;199.352696;244.352696;289.352696;334.352696,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0324,0.8,3.6,B04_04,commissioning_fit,12.168174,12.168174;57.168174;102.168174;147.168174;192.168174;237.168174;282.168174;327.168174,camera_A;camera_B;camera_C;camera_D;camera_E,
P0325,-6.8,4.0,B01_04,detector_validation,18.614733,18.614733;63.614733;108.614733;153.614733;198.614733;243.614733;288.614733;333.614733,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0326,1.2,4.0,B04_04,commissioning_fit,12.168174,12.168174;57.168174;102.168174;147.168174;192.168174;237.168174;282.168174;327.168174,camera_A;camera_B;camera_C;camera_D;camera_E,
P0327,-10.8,4.4,B00_04,detector_fit,34.25589,34.255890;79.255890;124.255890;169.255890;214.255890;259.255890;304.255890;349.255890,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0328,-7.2,4.4,B01_04,detector_validation,18.614733,18.614733;63.614733;108.614733;153.614733;198.614733;243.614733;288.614733;333.614733,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0329,-3.2,4.4,B02_04,commissioning_fit,19.352696,19.352696;64.352696;109.352696;154.352696;199.352696;244.352696;289.352696;334.352696,camera_A;camera_B;camera_C;camera_D;camera_E,camera_B
P0330,10.8,4.4,B07_04,detector_validation,39.491135,39.491135;84.491135;129.491135;174.491135;219.491135;264.491135;309.491135;354.491135,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D;camera_E
P0331,-6.8,4.8,B01_04,detector_validation,18.614733,18.614733;63.614733;108.614733;153.614733;198.614733;243.614733;288.614733;333.614733,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0332,-2.8,4.8,B02_04,commissioning_fit,19.352696,19.352696;64.352696;109.352696;154.352696;199.352696;244.352696;289.352696;334.352696,camera_A;camera_B;camera_C;camera_D;camera_E,
P0333,0.8,4.8,B04_04,commissioning_fit,12.168174,12.168174;57.168174;102.168174;147.168174;192.168174;237.168174;282.168174;327.168174,camera_A;camera_B;camera_C;camera_D;camera_E,
P0334,-7.2,5.2,B01_04,detector_validation,18.614733,18.614733;63.614733;108.614733;153.614733;198.614733;243.614733;288.614733;333.614733,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0335,-10.8,5.6,B00_04,detector_fit,34.25589,34.255890;79.255890;124.255890;169.255890;214.255890;259.255890;304.255890;349.255890,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0336,-3.2,5.6,B02_04,commissioning_fit,19.352696,19.352696;64.352696;109.352696;154.352696;199.352696;244.352696;289.352696;334.352696,camera_A;camera_B;camera_C;camera_D;camera_E,
P0337,1.2,5.6,B04_04,commissioning_fit,12.168174,12.168174;57.168174;102.168174;147.168174;192.168174;237.168174;282.168174;327.168174,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0338,10.8,5.6,B07_04,detector_validation,39.491135,39.491135;84.491135;129.491135;174.491135;219.491135;264.491135;309.491135;354.491135,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0339,-6.8,6.0,B01_04,detector_validation,18.614733,18.614733;63.614733;108.614733;153.614733;198.614733;243.614733;288.614733;333.614733,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0340,-2.8,6.0,B02_04,commissioning_fit,19.352696,19.352696;64.352696;109.352696;154.352696;199.352696;244.352696;289.352696;334.352696,camera_A;camera_B;camera_C;camera_D;camera_E,
P0341,-7.2,6.4,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0342,-3.2,6.4,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,
P0343,0.8,6.4,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0344,2.4,6.4,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0345,3.6,6.4,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0346,5.2,6.4,B05_05,detector_fit,31.668394,31.668394;76.668394;121.668394;166.668394;211.668394;256.668394;301.668394;346.668394,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0347,6.0,6.4,B05_05,detector_fit,31.668394,31.668394;76.668394;121.668394;166.668394;211.668394;256.668394;301.668394;346.668394,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0348,7.2,6.4,B06_05,commissioning_fit,0.714918,0.714918;45.714918;90.714918;135.714918;180.714918;225.714918;270.714918;315.714918,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0349,8.4,6.4,B06_05,commissioning_fit,0.714918,0.714918;45.714918;90.714918;135.714918;180.714918;225.714918;270.714918;315.714918,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0350,9.2,6.4,B06_05,commissioning_fit,0.714918,0.714918;45.714918;90.714918;135.714918;180.714918;225.714918;270.714918;315.714918,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0351,10.0,6.4,B06_05,commissioning_fit,0.714918,0.714918;45.714918;90.714918;135.714918;180.714918;225.714918;270.714918;315.714918,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0352,10.8,6.4,B07_05,commissioning_fit,41.108212,41.108212;86.108212;131.108212;176.108212;221.108212;266.108212;311.108212;356.108212,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0353,-10.8,6.8,B00_05,commissioning_fit,6.160469,6.160469;51.160469;96.160469;141.160469;186.160469;231.160469;276.160469;321.160469,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0354,-6.8,6.8,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0355,1.6,6.8,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0356,2.8,6.8,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0357,4.4,6.8,B05_05,detector_fit,31.668394,31.668394;76.668394;121.668394;166.668394;211.668394;256.668394;301.668394;346.668394,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0358,5.6,6.8,B05_05,detector_fit,31.668394,31.668394;76.668394;121.668394;166.668394;211.668394;256.668394;301.668394;346.668394,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0359,6.4,6.8,B05_05,detector_fit,31.668394,31.668394;76.668394;121.668394;166.668394;211.668394;256.668394;301.668394;346.668394,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0360,8.0,6.8,B06_05,commissioning_fit,0.714918,0.714918;45.714918;90.714918;135.714918;180.714918;225.714918;270.714918;315.714918,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0361,8.8,6.8,B06_05,commissioning_fit,0.714918,0.714918;45.714918;90.714918;135.714918;180.714918;225.714918;270.714918;315.714918,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0362,9.6,6.8,B06_05,commissioning_fit,0.714918,0.714918;45.714918;90.714918;135.714918;180.714918;225.714918;270.714918;315.714918,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0363,10.4,6.8,B07_05,commissioning_fit,41.108212,41.108212;86.108212;131.108212;176.108212;221.108212;266.108212;311.108212;356.108212,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0364,-2.8,7.2,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0365,0.8,7.2,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C;camera_D
P0366,-10.8,7.6,B00_05,commissioning_fit,6.160469,6.160469;51.160469;96.160469;141.160469;186.160469;231.160469;276.160469;321.160469,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0367,-7.2,7.6,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,
P0368,10.8,7.6,B07_05,commissioning_fit,41.108212,41.108212;86.108212;131.108212;176.108212;221.108212;266.108212;311.108212;356.108212,camera_A;camera_B;camera_C;camera_D;camera_E,camera_E
P0369,-10.4,8.0,B00_05,commissioning_fit,6.160469,6.160469;51.160469;96.160469;141.160469;186.160469;231.160469;276.160469;321.160469,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0370,-6.8,8.0,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,
P0371,-3.2,8.0,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0372,-2.4,8.0,B03_05,commissioning_fit,18.305355,18.305355;63.305355;108.305355;153.305355;198.305355;243.305355;288.305355;333.305355,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0373,0.4,8.0,B03_05,commissioning_fit,18.305355,18.305355;63.305355;108.305355;153.305355;198.305355;243.305355;288.305355;333.305355,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0374,1.2,8.0,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0375,-10.0,8.4,B00_05,commissioning_fit,6.160469,6.160469;51.160469;96.160469;141.160469;186.160469;231.160469;276.160469;321.160469,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A;camera_D
P0376,-8.8,8.4,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0377,-8.0,8.4,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0378,-7.2,8.4,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,
P0379,-6.4,8.4,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,
P0380,-5.6,8.4,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,
P0381,-4.8,8.4,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0382,-4.0,8.4,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0383,-2.8,8.4,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0384,-1.6,8.4,B03_05,commissioning_fit,18.305355,18.305355;63.305355;108.305355;153.305355;198.305355;243.305355;288.305355;333.305355,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0385,-0.4,8.4,B03_05,commissioning_fit,18.305355,18.305355;63.305355;108.305355;153.305355;198.305355;243.305355;288.305355;333.305355,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0386,-10.8,8.8,B00_05,commissioning_fit,6.160469,6.160469;51.160469;96.160469;141.160469;186.160469;231.160469;276.160469;321.160469,camera_A;camera_B;camera_C;camera_D;camera_E,camera_A
P0387,-9.6,8.8,B00_05,commissioning_fit,6.160469,6.160469;51.160469;96.160469;141.160469;186.160469;231.160469;276.160469;321.160469,camera_A;camera_B;camera_C;camera_D;camera_E,
P0388,-8.4,8.8,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,
P0389,-7.6,8.8,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,camera_D
P0390,-6.8,8.8,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,
P0391,-6.0,8.8,B01_05,commissioning_fit,12.440307,12.440307;57.440307;102.440307;147.440307;192.440307;237.440307;282.440307;327.440307,camera_A;camera_B;camera_C;camera_D;camera_E,
P0392,-5.2,8.8,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,
P0393,-4.4,8.8,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,
P0394,-3.2,8.8,B02_05,commissioning_fit,29.148688,29.148688;74.148688;119.148688;164.148688;209.148688;254.148688;299.148688;344.148688,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0395,-2.0,8.8,B03_05,commissioning_fit,18.305355,18.305355;63.305355;108.305355;153.305355;198.305355;243.305355;288.305355;333.305355,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0396,-1.2,8.8,B03_05,commissioning_fit,18.305355,18.305355;63.305355;108.305355;153.305355;198.305355;243.305355;288.305355;333.305355,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0397,0.0,8.8,B03_05,commissioning_fit,18.305355,18.305355;63.305355;108.305355;153.305355;198.305355;243.305355;288.305355;333.305355,camera_A;camera_B;camera_C;camera_D;camera_E,camera_C
P0398,0.8,8.8,B04_05,final_audit,7.282356,7.282356;52.282356;97.282356;142.282356;187.282356;232.282356;277.282356;322.282356,camera_A;camera_B;camera_C;camera_D;camera_E,
